Ngày quyết định,Số quyết định,Mã TTHC,Tên thủ tục,Lĩnh vực,Loại thay đổi,Chi tiết thay đổi,Cấp/thẩm quyền,Ngày hiệu lực,Trạng thái canonical,URL bài công bố,URL file quyết định,SHA-256,Ghi chú nguồn
2026-09-04,3523/QĐ-UBND,1.116487,Thủ tục cấp giấy phép hoạt đ ộng c ủa cơ s ở kinh doanh d ịch v ụ phát hành báo chí nhập khẩu đ ối v ới cơ quan báo chí của địa phương,BÁO CHÍ,replaced,Thay thế/được thay thế,province,,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3523-qd-ubnd-ngay-04-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-959292,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3523-vh639241356960920960.pdf,2827948654cfd3ce324919fc074c7ada05ac0c830eae3965ee6c9c65f62ed664,"cắt giảm THỦ TỤC HÀNH CHÍNH CẤP TỈNH (01 TTHC) LĨNH VỰC BÁO CHÍ 1 1.116487 Thủ tục cấp giấy phép hoạt đ ộng c ủa cơ s ở kinh doanh d ịch v ụ phát hành báo chí nhập khẩu đ ối v ới cơ quan báo chí của địa phương 15 ngày làm việc kể từ ngày nh ận đủ hồ sơ hợp lệ 7,5 ngày làm việc kể từ ngày nhận đủ hồ sơ hợp lệ - Trung tâm ph ục"
2026-09-04,3523/QĐ-UBND,3.000574,Thủ tục ch ấp thu ận thay đổi nội dung ghi trong gi ấy phép m ở chuyên trang của báo chí điện tử đối với cơ quan báo chí c ủa địa phương,BÁO CHÍ,modified,Sửa đổi/bổ sung,province,,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3523-qd-ubnd-ngay-04-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-959292,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3523-vh639241356960920960.pdf,2827948654cfd3ce324919fc074c7ada05ac0c830eae3965ee6c9c65f62ed664,"2026 của Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch 4 3.000574 Thủ tục ch ấp thu ận thay đổi nội dung ghi trong gi ấy phép m ở chuyên trang của báo chí điện tử đối với cơ quan báo chí c ủa địa phương 7 ngày làm việc kể ngày h ồ sơ được ti ếp nhận chính thức 5 ngày làm việc kể ngày h ồ sơ được ti ếp"
2026-09-08,3582/QĐ-UBND,2.000986,"Liên thông thủ tục hành chính về đăng ký khai sinh, đăng ký thường trú, cấp thẻ bảo hiểm y tế cho trẻ em dưới 6 tuổi",TƯ PHÁP,repealed,Bãi bỏ,commune,2026-09-08,repealed,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3582-qd-ubnd-ngay-08-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-961697,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3582-tp639245593448950620.pdf,b0a48827fadaeb41597251e626c378a29f0c458bc40c3476b7711aa310ef4b3c,"cấp thẻ bảo hiểm y tế cho tr ẻ em dư ới 6 tuổi 2.000986 Liên thông th ủ tục hành chính v ề đăng ký khai sinh, đăng ký thư ờng trú, c ấp thẻ bảo hi ểm y t ế cho tr ẻ em dư ới 6 tuổi. 2. 2.002622 Đăng ký khai tử, xóa đăng ký thư ờng trú, Liên thông điện tử: đăng ký khai t ử, - Đăng ký khai tử, xóa đăng ký thường trú, giải quyết trợ cấp mai táng, tử tuất đối với Trung tâm Phục v ụ hành chính công"
2026-09-08,3582/QĐ-UBND,2.001023,"Liên thông các thủ tục hành chính về đăng ký khai sinh, cấp Thẻ bảo hiểm y tế cho trẻ em dưới 6 tuổi",TƯ PHÁP,repealed,Bãi bỏ,,2026-09-08,repealed,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3582-qd-ubnd-ngay-08-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-961697,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3582-tp639245593448950620.pdf,b0a48827fadaeb41597251e626c378a29f0c458bc40c3476b7711aa310ef4b3c,"thực hiện Phí/lệ phí (nếu có) Căn cứ pháp lý 1. 2.001023 Liên thông các th ủ tục hành chính v ề đăng ký khai sinh, cấp Thẻ bảo hiểm y tế cho trẻ em dưới 6 tuổi Liên thông điện tử: đăng ký khai sinh, đăng ký thường trú, cấp th ẻ bảo hiểm y t ế, cấp th ẻ căn cước cho tr ẻ em dư ới 6 tuổi (Mã TTHC:"
2026-09-08,3582/QĐ-UBND,2.002621,"Đăng ký khai sinh, đăng ký thường trú, cấp thẻ bảo hiểm y tế cho trẻ em dưới 6 tuổi",TƯ PHÁP,repealed,Bãi bỏ,commune,2026-09-08,repealed,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3582-qd-ubnd-ngay-08-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-961697,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3582-tp639245593448950620.pdf,b0a48827fadaeb41597251e626c378a29f0c458bc40c3476b7711aa310ef4b3c,"thường trú, giải quyết mai táng phí, tử tuất. 2.002621 Đăng ký khai sinh, đăng ký thư ờng trú, cấp thẻ bảo hiểm y tế cho tr ẻ em dư ới 6 tuổi 2.000986 Liên thông th ủ tục hành chính v ề đăng ký khai sinh, đăng ký thư ờng trú, c ấp thẻ bảo hi ểm y t ế cho tr ẻ em dư ới 6 tuổi. 2. 2.002622 Đăng ký khai tử, xóa đăng ký thư ờng trú, Liên thông điện tử: đăng ký khai t ử, - Đăng ký khai tử, xóa đăng"
2026-09-08,3582/QĐ-UBND,2.002622,"Đăng ký khai tử, xóa đăng ký thường trú, giải quyết mai táng phí, tử tuất",TƯ PHÁP,repealed,Bãi bỏ,commune,2026-09-08,repealed,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3582-qd-ubnd-ngay-08-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-961697,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3582-tp639245593448950620.pdf,b0a48827fadaeb41597251e626c378a29f0c458bc40c3476b7711aa310ef4b3c,"thẻ bảo hi ểm y t ế cho tr ẻ em dư ới 6 tuổi. 2. 2.002622 Đăng ký khai tử, xóa đăng ký thư ờng trú, Liên thông điện tử: đăng ký khai t ử, - Đăng ký khai tử, xóa đăng ký thường trú, giải quyết trợ cấp mai táng, tử tuất đối với Trung tâm Phục v ụ hành chính công Theo quy định c ủa các Nghị định số 301/2026/NĐ-CP ngày 30 tháng 7 năm 2026 c ủa Chính phủ sửa đổi, bổ sung một"
2026-09-08,3582/QĐ-UBND,2.002913,"Liên thông điện tử: đăng ký khai tử, xóa đăng ký thường trú, giải quyết mai táng phí, tử tuất",TƯ PHÁP,new,Ban hành mới,commune,2026-09-08,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3582-qd-ubnd-ngay-08-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-961697,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3582-tp639245593448950620.pdf,b0a48827fadaeb41597251e626c378a29f0c458bc40c3476b7711aa310ef4b3c,"mai táng phí, tử tuất (Mã TTHC: 2.002913) nhóm Người có công: không quá mười tám (18) ngày làm việc. - Đăng ký khai tử, xóa đăng ký thường trú, giải quyết hỗ trợ chi phí mai táng đ ối với nhóm đối tượng Bảo trợ xã hội: không quá sáu (06) ngày làm vi ệc. Không quá mười m ột (11) ngày làm việc đối với trường hợp đối tượng là người từ đủ 80 tuổi trở lên đang hư ởng tr ợ cấp tuất hằng tháng. - Đăng ký khai tử, xóa đăng ký thư ờng trú, tr ợ cấp mai táng, trợ cấp tử tuất đối với"
2026-09-08,3582/QĐ-UBND,3.000722,"Liên thông điện tử: đăng ký khai sinh, đăng ký thường trú, cấp thẻ bảo hiểm y tế, cấp thẻ căn cước cho trẻ em dưới 6 tuổi",TƯ PHÁP,new,Ban hành mới,,2026-09-08,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3582-qd-ubnd-ngay-08-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-961697,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3582-tp639245593448950620.pdf,b0a48827fadaeb41597251e626c378a29f0c458bc40c3476b7711aa310ef4b3c,"em dư ới 6 tuổi (Mã TTHC: 3.000722) Ba (03) ngày làm vi ệc kể từ khi các cơ quan có th ẩm quyền gi ải quy ết nh ận đ ầy đủ hồ sơ theo quy đ ịnh, trường h ợp ph ải xác minh thì không quá năm (05) ngày làm việc. Nếu tiếp nhận hồ sơ sau 15 gi ờ thì th ời gian được tính b ắt đ ầu t ừ ngày làm việc tiếp theo. Trung tâm Phục v ụ hành chính công thành ph ố và cấp xã Theo quy định c ủa các"
2026-09-08,3584/QĐ-UBND,1.000421,"Thủ tục Cấp sửa đổi, bổ sung, cấp lại Giấy phép quá cảnh",XUẤT NHẬP KHẨU,modified,Sửa đổi/bổ sung,province,2026-09-08,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3584-qd-ubnd-ngay-08-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-961695,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3548-ct639245592166822661.pdf,bb5d42104e2dfc3ead050faeef1662f2e761a61ef814aa19a058ca14f3c50c47,"quy định chi tiết một số điều và biện pháp để tổ chức, hướng dẫn thi hành Luật Quản lý ngoại thương. 2. 1.000421 Thủ tục Cấp sửa đổi, bổ sung, cấp lại Giấy phép quá cảnh 03 ngày làm việc kể từ ngày nhận được hồ sơ 03 ngày làm việc kể từ ngày nhận được hồ sơ - Trung tâm Phục vụ hành chính công thành phố Hải Phòng; Không quy định + Luật Quản lý ngoại thương."
2026-09-08,3584/QĐ-UBND,1.000477,"Thủ tục cấp Giấy phép quá cảnh hàng hóa cấm xuất khẩu, cấm nhập khẩu; hàng hóa tạm ngừng xuất khẩu, tạm ngừng nhập khẩu; hàng hóa cấm kinh doanh theo quy định pháp luật",XUẤT NHẬP KHẨU,modified,Sửa đổi/bổ sung,province,2026-09-08,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3584-qd-ubnd-ngay-08-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-961695,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3548-ct639245592166822661.pdf,bb5d42104e2dfc3ead050faeef1662f2e761a61ef814aa19a058ca14f3c50c47,"tái nhập; kinh doanh chuyển khẩu 10. 1.000477 Thủ tục cấp Giấy phép quá cảnh hàng hóa cấm xuất khẩu, cấm nhập khẩu; hàng hóa tạm ngừng xuất khẩu, tạm ngừng nhập khẩu; hàng hóa cấm kinh doanh theo quy định pháp luật 05 ngày làm việc, kể từ ngày nhận được hồ sơ đầy đủ, đúng quy định."
2026-09-08,3584/QĐ-UBND,1.000890,Thủ tục cấp Giấy phép kinh doanh chuyển khẩu,XUẤT NHẬP KHẨU,modified,Sửa đổi/bổ sung,province,2026-09-08,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3584-qd-ubnd-ngay-08-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-961695,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3548-ct639245592166822661.pdf,bb5d42104e2dfc3ead050faeef1662f2e761a61ef814aa19a058ca14f3c50c47,"xã pháp để tổ chức, hướng dẫn thi hành Luật Quản lý ngoại thương. 8. 1.000890 Thủ tục cấp Giấy phép kinh doanh chuyển khẩu 05 ngày làm việc, kể từ ngày nhận được hồ sơ đầy đủ, đúng quy định. 2,5 ngày làm việc, kể từ ngày nhận được hồ sơ đầy đủ, đúng quy định. - Trung tâm Phục vụ hành chính công thành phố Hải Phòng;"
2026-09-08,3584/QĐ-UBND,1.000905,"Thủ tục cấp Giấy phép tạm xuất, tái nhập",XUẤT NHẬP KHẨU,modified,Sửa đổi/bổ sung,province,2026-09-08,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3584-qd-ubnd-ngay-08-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-961695,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3548-ct639245592166822661.pdf,bb5d42104e2dfc3ead050faeef1662f2e761a61ef814aa19a058ca14f3c50c47,"quy định chi tiết một số điều và biện pháp để tổ chức, hướng dẫn thi hành Luật Quản lý ngoại thương. 7. 1.000905 Thủ tục cấp Giấy phép tạm xuất, tái nhập 13 ngày làm việc kể từ ngày nhận được hồ sơ 11 ngày làm việc kể từ ngày nhận được hồ sơ - Trung tâm Phục vụ hành chính công thành phố Hải Phòng; Không quy định + Luật Quản lý ngoại thương."
2026-09-08,3584/QĐ-UBND,1.000957,"Thủ tục cấp Giấy phép tạm nhập, tái xuất theo hình thức khác",XUẤT NHẬP KHẨU,modified,Sửa đổi/bổ sung,province,2026-09-08,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3584-qd-ubnd-ngay-08-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-961695,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3548-ct639245592166822661.pdf,bb5d42104e2dfc3ead050faeef1662f2e761a61ef814aa19a058ca14f3c50c47,"quy định chi tiết một số điều và biện pháp để tổ chức, hướng dẫn thi hành Luật Quản lý ngoại thương. 6. 1.000957 Thủ tục cấp Giấy phép tạm nhập, tái xuất theo hình thức khác 13 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ theo quy định . Trong đó: - 08 ngày làm việc đối với cơ quan cấp phép; - 05 ngày làm việc đối với"
2026-09-08,3584/QĐ-UBND,1.001062,"Thủ tục cấp Giấy phép kinh doanh tạm nhập, tái xuất",XUẤT NHẬP KHẨU,reduced,Có bằng chứng trong phụ lục về nội dung sau cắt giảm,province,2026-09-08,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3584-qd-ubnd-ngay-08-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-961695,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3548-ct639245592166822661.pdf,bb5d42104e2dfc3ead050faeef1662f2e761a61ef814aa19a058ca14f3c50c47,"Phí, lệ phí Căn cứ pháp lý Theo quy định Sau cắt giảm 5. 1.001062 Thủ tục cấp Giấy phép kinh doanh tạm nhập, tái xuất 05 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ, đúng quy định. 2,5 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ, đúng quy định. - Trung tâm Phục vụ hành chính công"
2026-09-08,3584/QĐ-UBND,1.001238,Thủ tục cấp Giấy chứng nhận lưu hành tự do (CFS) đối với hàng hóa xuất khẩu,XUẤT NHẬP KHẨU,modified,Sửa đổi/bổ sung,province,2026-09-08,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3584-qd-ubnd-ngay-08-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-961695,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3548-ct639245592166822661.pdf,bb5d42104e2dfc3ead050faeef1662f2e761a61ef814aa19a058ca14f3c50c47,"quy định chi tiết một số điều và biện pháp để tổ chức, hướng dẫn thi hành Luật Quản lý ngoại thương. 4. 1.001238 Thủ tục cấp Giấy chứng nhận lưu hành tự do (CFS) đối với hàng hóa xuất khẩu 02 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ, đúng quy định. 02 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ, đúng quy định."
2026-09-08,3584/QĐ-UBND,1.002808,"Thủ tục sửa đổi, bổ sung/ cấp lại Giấy phép gia công quân phục và Giấy phép nhập khẩu quân phục để làm mẫu",XUẤT NHẬP KHẨU,modified,Sửa đổi/bổ sung,province,2026-09-08,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3584-qd-ubnd-ngay-08-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-961695,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3548-ct639245592166822661.pdf,bb5d42104e2dfc3ead050faeef1662f2e761a61ef814aa19a058ca14f3c50c47,"Bộ Quốc phòng, Bộ Công an. 14. 1.002808 Thủ tục sửa đổi, bổ sung/ cấp lại Giấy phép gia công quân phục và Giấy phép nhập khẩu quân phục để làm mẫu 03 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ theo quy định. 03 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ theo"
2026-09-08,3584/QĐ-UBND,1.004191,"Thủ tục sửa đổi, bổ sung/cấp lại Giấy phép: kinh doanh tạm nhập, tái xuất; tạm nhập, tái xuất theo hình thức khác; tạm xuất, tái nhập; kinh doanh chuyển khẩu",XUẤT NHẬP KHẨU,modified,Sửa đổi/bổ sung,province,2026-09-08,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3584-qd-ubnd-ngay-08-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-961695,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3548-ct639245592166822661.pdf,bb5d42104e2dfc3ead050faeef1662f2e761a61ef814aa19a058ca14f3c50c47,"quy định chi tiết một số điều và biện pháp để tổ chức, hướng dẫn thi hành Luật Quản lý ngoại thương. 9. 1.004191 Thủ tục sửa đổi, bổ sung/ cấp lại Giấy phép: kinh doanh tạm nhập, tái xuất; tạm nhập, tái xuất theo hình thức 03 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ, đúng quy định. 03 ngày làm việc kể từ ngày nh ận được hồ sơ đầy đủ, đúng"
2026-09-08,3584/QĐ-UBND,1.013771,"Thủ tục cấp Giấy phép gia công hàng hóa thuộc diện hàng hóa cấm xuất khẩu, cấm nhập khẩu; hàng hóa tạm ngừng xuất khẩu, tạm ngừng nhập khẩu",XUẤT NHẬP KHẨU,modified,Sửa đổi/bổ sung,province,2026-09-08,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3584-qd-ubnd-ngay-08-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-961695,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3548-ct639245592166822661.pdf,bb5d42104e2dfc3ead050faeef1662f2e761a61ef814aa19a058ca14f3c50c47,"quy định chi tiết một số điều và biện pháp để tổ chức, hướng dẫn thi hành Luật Quản lý ngoại thương. 11. s 1.013771 Thủ tục cấp Giấy phép gia công hàng hóa thuộc diện hàng hóa cấm xuất khẩu, cấm nhập khẩu; hàng hóa tạm ngừng xuất khẩu, tạm ngừng 05 ngày làm việc, kể từ ngày nhận được hồ sơ đầy đủ, đúng quy định. 05 ngày làm việc, kể từ ngày nhận"
2026-09-08,3584/QĐ-UBND,1.013778,Thủ tục gia hạn thời gian quá cảnh đối với hàng hóa quá cảnh,XUẤT NHẬP KHẨU,modified,Sửa đổi/bổ sung,province,2026-09-08,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3584-qd-ubnd-ngay-08-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-961695,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3548-ct639245592166822661.pdf,bb5d42104e2dfc3ead050faeef1662f2e761a61ef814aa19a058ca14f3c50c47,"pháp để tổ chức, hướng dẫn thi hành Luật Quản lý ngoại thương. II THỦ TỤC HÀNH CHÍNH ĐƯỢC SỬA ĐỔI, BỔ SUNG (14 TTHC) 1. 1.013778 Thủ tục gia hạn thời gian quá cảnh đối với hàng hóa quá cảnh 07 ngày làm việc, kể từ ngày nhận hồ sơ đầy đủ, đúng quy định. 3,5 ngày làm việc, kể từ ngày nhận hồ sơ đầy đủ, đúng quy định. - Trung tâm Phục vụ"
2026-09-08,3584/QĐ-UBND,1.116351,"Thủ tục sửa đổi, bổ sung/ cấp lại Giấy phép gia công hàng hóa",XUẤT NHẬP KHẨU,reduced,Có bằng chứng trong phụ lục về nội dung sau cắt giảm,province,2026-09-08,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3584-qd-ubnd-ngay-08-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-961695,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3548-ct639245592166822661.pdf,bb5d42104e2dfc3ead050faeef1662f2e761a61ef814aa19a058ca14f3c50c47,"quy định Sau cắt giảm I THỦ TỤC HÀNH CHÍNH BAN HÀNH MỚI (01 TTHC) 1. 1.116351 Thủ tục sửa đổi, bổ sung/ cấp lại Giấy phép gia công hàng hóa 03 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ theo quy định. 03 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ theo quy định. - Trung tâm Phục vụ hành chính công"
2026-09-08,3584/QĐ-UBND,2.001192,Thủ tục cấp Giấy phép gia công quân phục xuất khẩu cho các lực lượng vũ trang nước ngoài,XUẤT NHẬP KHẨU,reduced,Có bằng chứng trong phụ lục về nội dung sau cắt giảm,province,2026-09-08,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3584-qd-ubnd-ngay-08-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-961695,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3548-ct639245592166822661.pdf,bb5d42104e2dfc3ead050faeef1662f2e761a61ef814aa19a058ca14f3c50c47,lệ phí Căn cứ pháp lý Theo quy định Sau cắt giảm nhập khẩu 12. 2.001192 Thủ tục cấp Giấy phép gia công quân phục xuất khẩu cho các lực lượng vũ trang nước ngoài 19 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ theo quy định. Trong đó: - 12 ngày làm việc đối với cơ quan cấp phép; - 07 ngày làm
2026-09-08,3584/QĐ-UBND,2.001282,"Thủ tục Cấp Giấy phép xuất khẩu, nhập khẩu hàng hóa thuộc diện áp dụng biện pháp tạm ngừng xuất khẩu, tạm ngừng nhập khẩu",XUẤT NHẬP KHẨU,modified,Sửa đổi/bổ sung,province,2026-09-08,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3584-qd-ubnd-ngay-08-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-961695,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3548-ct639245592166822661.pdf,bb5d42104e2dfc3ead050faeef1662f2e761a61ef814aa19a058ca14f3c50c47,"xã pháp để tổ chức, hướng dẫn thi hành Luật Quản lý ngoại thương. 3. 2.001282 Thủ tục Cấp Giấy phép xuất khẩu, nhập khẩu hàng hóa thuộc diện áp dụng biện pháp tạm ngừng xuất khẩu, tạm ngừng nhập khẩu 10 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ theo quy định . Trong đó: - 05 ngày làm việc đối với cơ"
2026-09-08,3584/QĐ-UBND,2.001315,Thủ tục cấp Giấy phép nhập khẩu quân phục để làm mẫu phục vụ hoạt động gia công,XUẤT NHẬP KHẨU,modified,Sửa đổi/bổ sung,province,2026-09-08,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3584-qd-ubnd-ngay-08-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-961695,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3548-ct639245592166822661.pdf,bb5d42104e2dfc3ead050faeef1662f2e761a61ef814aa19a058ca14f3c50c47,"quy định chi tiết một số điều và biện pháp để tổ chức, hướng dẫn thi hành Luật Quản lý ngoại thương. 13. 2.001315 Thủ tục cấp Giấy phép nhập khẩu quân phục để làm mẫu phục vụ hoạt động gia công 19 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ theo quy định . Trong đó: 17 ngày làm việc kể từ ngày nhận được hồ sơ đầy đủ theo"
2026-09-09,3603/QĐ-UBND,1.116537,"Thủ tục đăng ký nhu cầu đào tạo của doanh nghiệp về các ngành, nghề ưu tiên hoặc khó xã hội hóa",TÀI CHÍNH,reduced,Có bằng chứng trong phụ lục về nội dung sau cắt giảm,province,,not_in_current_master,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3603-qd-ubnd-ngay-09-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-963108,https://cdn.haiphong.gov.vn/gov-hpg/6874/tintuc/2026/9/quyet-dinh-2026-cong-bo-dmtthc-so-tai-chinh-chuan-hoa-qd-2428-2452-ttr397-..signed639246459769567858.pdf,b4cc414184fae92ade736513a60a2e184e6f41980c23f4ee64ec60e2302aae8f,"Sau cắt giảm LĨNH VỰC GIÁO DỤC NGHỀ NGHIỆP, NGÂN SÁCH NHÀ NƯỚC 1 1.116537 Thủ tục đăng ký nhu cầu đào tạo của doanh nghiệp về các ngành, nghề ưu tiên hoặc khó xã hội hóa Không quy định Không quy định - Trung tâm Phục v ụ hành chính công thành phố; - Trung tâm Phục v ụ hành chính công cấp xã."
